Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2021-02-02,Bulk Carrier,14382,84,,,49075.0,,Handysize,Grain,106,36,0.51,5
2023-12-08,LPG Carrier,29488,279,,79029.0,,,Typical LPG Carrier,Liquified Petroleum Gas,119,24,0.61,10
2021-02-03,LPG Carrier,25582,268,,29737.0,,,Typical LPG Carrier,Liquified Petroleum Gas,225,23,0.62,11
2024-01-07,LPG Carrier,31202,66,,33403.0,,,Typical LPG Carrier,Liquified Petroleum Gas,156,20,0.57,6
2021-05-20,Container Ship,13963,98,,,,9526.0,Panamax Ships,Consumer Goods,263,57,0.63,5
2021-01-23,LPG Carrier,41213,129,,9084.0,,,Typical LPG Carrier,Liquified Petroleum Gas,183,31,0.73,10
2023-07-07,LPG Carrier,30103,299,,76851.0,,,Typical LPG Carrier,Liquified Petroleum Gas,110,16,0.79,15
2023-04-19,LPG Carrier,30901,176,,33489.0,,,Typical LPG Carrier,Liquified Petroleum Gas,218,39,0.76,4
2022-02-23,Tanker,41031,307,,,245901.0,,Suezmax,Refined Products,282,50,0.55,12
2022-05-29,Container Ship,13484,138,,,,8316.0,New Panamax (Neo-Panamax) Ships,Apparel,149,25,0.67,1
2021-12-25,LNG Carrier,36336,245,131333.0,,,,Typical LNG Carrier,Liquified Natural Gas,220,43,0.75,10
2023-05-02,Tanker,22635,127,,,204136.0,,Panamax,Refined Products,227,30,0.56,15
2022-11-09,Bulk Carrier,25603,242,,,147430.0,,Panamax,Iron Ore,180,22,0.76,9
2022-10-27,Container Ship,14970,285,,,,12580.0,Post-Panamax Ships,Apparel,146,29,0.51,18
2022-07-05,LPG Carrier,38622,414,,73884.0,,,Typical LPG Carrier,Liquified Petroleum Gas,214,29,0.73,3
2023-12-25,LNG Carrier,45708,207,148818.0,,,,Typical LNG Carrier,Liquified Natural Gas,288,44,0.65,15
2022-12-08,LPG Carrier,38099,327,,73457.0,,,Typical LPG Carrier,Liquified Petroleum Gas,162,40,0.6,11
2021-05-09,LNG Carrier,40382,146,107076.0,,,,Typical LNG Carrier,Liquified Natural Gas,236,49,0.54,4
2021-10-11,Bulk Carrier,29917,187,,,169907.0,,Capesize,Grain,297,48,0.58,1
2021-10-29,Container Ship,25587,294,,,,9347.0,Panamax Ships,Chemicals,334,39,0.51,3
2021-03-05,Container Ship,33433,375,,,,3488.0,Panamax Ships,Electronics,287,22,0.73,16
2022-03-28,LPG Carrier,41808,66,,55741.0,,,Typical LPG Carrier,Liquified Petroleum Gas,160,23,0.52,10
2023-12-24,LPG Carrier,28982,72,,9618.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,26,0.55,11
2022-11-29,Tanker,41059,448,,,209780.0,,LR2,Crude Oil,251,34,0.5,6
2022-04-08,Tanker,34450,394,,,65998.0,,VLCC,Refined Products,118,62,0.51,13
2021-08-27,Bulk Carrier,25420,214,,,195085.0,,Panamax,Iron Ore,153,56,0.74,18
2024-01-01,LPG Carrier,25879,150,,32099.0,,,Typical LPG Carrier,Liquified Petroleum Gas,129,23,0.68,1
2023-07-18,LNG Carrier,51934,239,111015.0,,,,Typical LNG Carrier,Liquified Natural Gas,206,41,0.78,16
2021-07-08,Container Ship,26160,180,,,,12494.0,Feedermax Ships,Chemicals,228,38,0.57,1
2022-03-30,Container Ship,21219,328,,,,5922.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,200,28,0.73,7
2023-06-18,Bulk Carrier,28770,183,,,179163.0,,Panamax,Iron Ore,236,49,0.52,1
2022-04-14,LPG Carrier,24215,309,,56598.0,,,Typical LPG Carrier,Liquified Petroleum Gas,149,15,0.75,6
2021-12-28,Container Ship,15862,84,,,,10968.0,Post-Panamax Ships,Machinery,201,23,0.77,13
2024-01-17,Container Ship,19610,333,,,,12674.0,Feeder Ships,Chemicals,143,17,0.51,1
2021-09-26,LNG Carrier,46350,175,125141.0,,,,Typical LNG Carrier,Liquified Natural Gas,277,41,0.66,16
2023-12-12,LPG Carrier,21758,334,,36087.0,,,Typical LPG Carrier,Liquified Petroleum Gas,110,18,0.79,10
2023-08-12,Tanker,21424,101,,,173303.0,,ULCC,Crude Oil,308,44,0.53,16
2022-12-11,Bulk Carrier,12810,306,,,23807.0,,Capesize,Coal,194,57,0.66,7
2022-04-15,Tanker,40532,191,,,193435.0,,ULCC,Crude Oil,257,61,0.6,6
2022-10-12,Bulk Carrier,25713,394,,,52397.0,,Handysize,Grain,214,40,0.67,13
2022-01-10,Container Ship,26226,222,,,,12261.0,Post-Panamax Ships,Chemicals,205,20,0.54,11
2022-08-12,Container Ship,30280,298,,,,6806.0,New Panamax (Neo-Panamax) Ships,Machinery,144,31,0.57,18
2023-08-05,Bulk Carrier,27147,222,,,185668.0,,Handysize,Coal,232,44,0.56,17
2021-07-04,Tanker,18239,70,,,351237.0,,LR2,Crude Oil,97,27,0.8,6
2021-01-23,LPG Carrier,29963,171,,29847.0,,,Typical LPG Carrier,Liquified Petroleum Gas,170,21,0.52,6
2023-11-18,LNG Carrier,43373,235,143113.0,,,,Typical LNG Carrier,Liquified Natural Gas,257,43,0.55,1
2023-03-26,Tanker,40581,50,,,380116.0,,LR1,Refined Products,220,54,0.61,11
2023-05-21,Container Ship,25772,252,,,,8223.0,Panamax Ships,Apparel,145,55,0.71,13
2022-02-15,Tanker,27734,446,,,70741.0,,VLCC,Crude Oil,210,38,0.64,13
2022-01-16,LNG Carrier,58862,275,116660.0,,,,Typical LNG Carrier,Liquified Natural Gas,200,45,0.56,8
2022-04-25,LNG Carrier,29977,415,126979.0,,,,Typical LNG Carrier,Liquified Natural Gas,296,45,0.68,2
2021-02-07,Container Ship,19244,226,,,,6420.0,Feedermax Ships,Consumer Goods,96,33,0.58,7
2022-07-27,Tanker,28916,374,,,258799.0,,MR,Crude Oil,155,45,0.67,2
2022-10-24,Bulk Carrier,12211,244,,,50959.0,,Handysize,Iron Ore,100,30,0.59,5
2021-08-27,Tanker,27931,283,,,165912.0,,Aframax,Refined Products,158,40,0.53,6
2022-07-11,Bulk Carrier,21092,147,,,148659.0,,Panamax,Iron Ore,125,47,0.71,17
2023-03-03,Bulk Carrier,13596,105,,,10471.0,,Panamax,Iron Ore,246,24,0.79,5
2023-06-29,LNG Carrier,27323,116,147791.0,,,,Typical LNG Carrier,Liquified Natural Gas,270,47,0.68,4
2021-02-07,Bulk Carrier,29562,57,,,29173.0,,Handysize,Grain,228,56,0.64,15
2021-07-10,LPG Carrier,30435,434,,79056.0,,,Typical LPG Carrier,Liquified Petroleum Gas,211,26,0.64,9
2021-06-29,Container Ship,13772,52,,,,5911.0,New Panamax (Neo-Panamax) Ships,Machinery,151,46,0.6,9
2023-05-31,Tanker,18470,137,,,253811.0,,Suezmax,Refined Products,281,48,0.55,17
2023-07-26,LNG Carrier,27368,402,118125.0,,,,Typical LNG Carrier,Liquified Natural Gas,247,40,0.62,14
2023-10-06,Tanker,25994,417,,,64677.0,,Suezmax,Refined Products,279,64,0.67,3
2023-01-22,Bulk Carrier,23869,97,,,87041.0,,Handysize,Grain,119,48,0.71,5
2021-12-23,LPG Carrier,24187,45,,15560.0,,,Typical LPG Carrier,Liquified Petroleum Gas,174,33,0.65,4
2023-08-01,LNG Carrier,41057,200,122383.0,,,,Typical LNG Carrier,Liquified Natural Gas,224,48,0.67,2
2023-10-09,Container Ship,21752,317,,,,13807.0,Panamax Ships,Machinery,334,32,0.78,14
2021-02-23,LPG Carrier,28938,254,,76592.0,,,Typical LPG Carrier,Liquified Petroleum Gas,162,38,0.66,16
2021-09-21,LPG Carrier,33702,183,,48374.0,,,Typical LPG Carrier,Liquified Petroleum Gas,181,15,0.7,6
2023-06-28,Tanker,45356,253,,,305620.0,,Suezmax,Refined Products,232,56,0.65,12
2023-02-23,Tanker,47880,366,,,126554.0,,LR2,Refined Products,287,45,0.65,13
2023-12-19,Container Ship,31255,244,,,,8032.0,Feedermax Ships,Apparel,357,24,0.72,4
2024-01-07,Container Ship,19296,305,,,,13059.0,Feedermax Ships,Chemicals,325,22,0.79,9
2021-10-16,LNG Carrier,48938,143,139167.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,44,0.63,13
2022-11-28,LNG Carrier,44068,285,110694.0,,,,Typical LNG Carrier,Liquified Natural Gas,243,46,0.75,2
2022-02-11,Bulk Carrier,14807,379,,,170979.0,,Capesize,Coal,245,31,0.56,7
2023-07-19,Tanker,33015,320,,,371326.0,,Panamax,Crude Oil,277,61,0.57,15
2022-07-31,Tanker,27321,66,,,356561.0,,VLCC,Refined Products,332,60,0.61,13
2021-12-23,Bulk Carrier,26902,342,,,27840.0,,Panamax,Iron Ore,253,46,0.74,7
2023-03-11,Bulk Carrier,10357,98,,,121262.0,,Panamax,Grain,202,28,0.57,17
2023-04-17,LPG Carrier,36061,215,,18536.0,,,Typical LPG Carrier,Liquified Petroleum Gas,164,33,0.69,10
2021-01-29,LNG Carrier,35586,161,145787.0,,,,Typical LNG Carrier,Liquified Natural Gas,299,47,0.68,9
2023-02-18,LPG Carrier,26019,163,,68005.0,,,Typical LPG Carrier,Liquified Petroleum Gas,205,27,0.78,16
2022-07-16,Container Ship,13643,354,,,,9860.0,Feedermax Ships,Electronics,105,16,0.51,11
2022-03-25,LPG Carrier,42585,410,,60384.0,,,Typical LPG Carrier,Liquified Petroleum Gas,166,35,0.51,6
2021-07-02,Container Ship,13912,379,,,,4417.0,Feeder Ships,Electronics,82,41,0.53,9
2021-12-24,LNG Carrier,36090,434,146258.0,,,,Typical LNG Carrier,Liquified Natural Gas,205,48,0.66,15
2021-12-31,LNG Carrier,46134,411,118811.0,,,,Typical LNG Carrier,Liquified Natural Gas,297,47,0.69,13
2023-07-11,Tanker,19073,236,,,307852.0,,LR2,Refined Products,169,46,0.66,6
2023-08-10,Container Ship,15032,98,,,,7124.0,Feeder Ships,Apparel,88,58,0.71,16
2022-06-27,LPG Carrier,36005,325,,63556.0,,,Typical LPG Carrier,Liquified Petroleum Gas,213,27,0.77,5
2021-02-18,Bulk Carrier,15416,213,,,108700.0,,Handymax/Supramax,Grain,195,54,0.62,14
2023-02-28,Bulk Carrier,14513,146,,,160173.0,,Handysize,Grain,211,56,0.65,14
2023-11-15,Tanker,48763,313,,,299863.0,,ULCC,Crude Oil,132,31,0.66,11
2021-06-07,LPG Carrier,20575,126,,44411.0,,,Typical LPG Carrier,Liquified Petroleum Gas,124,30,0.76,2
2022-01-13,LPG Carrier,26890,160,,20241.0,,,Typical LPG Carrier,Liquified Petroleum Gas,216,17,0.59,5
2023-07-26,LPG Carrier,24265,46,,43130.0,,,Typical LPG Carrier,Liquified Petroleum Gas,159,15,0.63,13
2023-12-29,LNG Carrier,56269,164,122618.0,,,,Typical LNG Carrier,Liquified Natural Gas,295,40,0.71,12
2023-07-14,Bulk Carrier,13396,166,,,58138.0,,Handysize,Iron Ore,192,39,0.61,8
2022-12-24,LNG Carrier,57129,444,102442.0,,,,Typical LNG Carrier,Liquified Natural Gas,275,40,0.57,7
2022-07-03,Container Ship,33791,301,,,,13275.0,Post-Panamax Ships,Electronics,276,16,0.58,8
2021-07-19,LNG Carrier,48107,293,127585.0,,,,Typical LNG Carrier,Liquified Natural Gas,259,43,0.52,1
2023-11-12,LNG Carrier,45918,241,119719.0,,,,Typical LNG Carrier,Liquified Natural Gas,279,40,0.51,10
2021-09-25,LPG Carrier,22746,259,,49848.0,,,Typical LPG Carrier,Liquified Petroleum Gas,117,33,0.59,14
2021-08-31,LNG Carrier,30806,282,142124.0,,,,Typical LNG Carrier,Liquified Natural Gas,249,48,0.67,11
2022-08-20,LNG Carrier,29596,235,105658.0,,,,Typical LNG Carrier,Liquified Natural Gas,226,43,0.76,17
2022-05-28,Bulk Carrier,23212,382,,,19730.0,,Handymax/Supramax,Coal,111,34,0.77,5
2023-05-16,LPG Carrier,29795,153,,19398.0,,,Typical LPG Carrier,Liquified Petroleum Gas,186,26,0.71,9
2022-04-13,LNG Carrier,56416,316,117515.0,,,,Typical LNG Carrier,Liquified Natural Gas,282,41,0.69,5
2021-10-11,LPG Carrier,37814,305,,16516.0,,,Typical LPG Carrier,Liquified Petroleum Gas,116,35,0.76,3
2021-10-22,Container Ship,14678,324,,,,11958.0,New Panamax (Neo-Panamax) Ships,Chemicals,345,21,0.76,12
2021-04-04,Bulk Carrier,15580,185,,,52375.0,,Capesize,Grain,118,55,0.6,1
2022-07-23,LPG Carrier,31515,195,,74361.0,,,Typical LPG Carrier,Liquified Petroleum Gas,130,22,0.79,9
2023-01-07,LNG Carrier,28072,340,114244.0,,,,Typical LNG Carrier,Liquified Natural Gas,282,42,0.62,10
2023-10-10,LPG Carrier,24820,263,,42619.0,,,Typical LPG Carrier,Liquified Petroleum Gas,176,26,0.79,4
2023-12-16,LNG Carrier,57987,404,147866.0,,,,Typical LNG Carrier,Liquified Natural Gas,286,41,0.51,6
2023-10-15,Bulk Carrier,26651,159,,,168162.0,,Handysize,Grain,288,27,0.76,18
2021-06-26,LPG Carrier,32879,417,,13340.0,,,Typical LPG Carrier,Liquified Petroleum Gas,228,34,0.78,10
2021-10-06,LNG Carrier,42503,283,131294.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,44,0.58,11
2023-09-14,Container Ship,15170,305,,,,5316.0,Post-Panamax Ships,Consumer Goods,300,53,0.67,5
2023-06-06,Bulk Carrier,25630,298,,,172782.0,,Panamax,Iron Ore,166,33,0.51,9
2023-09-10,Bulk Carrier,25201,58,,,184744.0,,Handymax/Supramax,Grain,207,38,0.73,11
2022-01-29,Container Ship,14293,318,,,,5784.0,Panamax Ships,Chemicals,345,40,0.62,14
2024-01-22,Container Ship,17330,301,,,,6368.0,Feedermax Ships,Consumer Goods,327,60,0.74,10
2022-12-31,LPG Carrier,40687,218,,75566.0,,,Typical LPG Carrier,Liquified Petroleum Gas,150,24,0.7,11
2022-01-31,LPG Carrier,25081,90,,72244.0,,,Typical LPG Carrier,Liquified Petroleum Gas,125,30,0.51,13
2023-06-25,LPG Carrier,21275,95,,71391.0,,,Typical LPG Carrier,Liquified Petroleum Gas,104,34,0.66,18
2022-08-07,LPG Carrier,29917,83,,43763.0,,,Typical LPG Carrier,Liquified Petroleum Gas,164,17,0.68,6
2021-08-10,Bulk Carrier,28898,314,,,87008.0,,Handymax/Supramax,Iron Ore,258,26,0.5,2
2024-01-18,LNG Carrier,29343,46,107991.0,,,,Typical LNG Carrier,Liquified Natural Gas,285,40,0.73,17
2023-05-15,Container Ship,14505,290,,,,6662.0,Post-Panamax Ships,Consumer Goods,384,47,0.52,4
2021-06-15,Tanker,33957,372,,,289164.0,,VLCC,Crude Oil,87,26,0.64,18
2022-08-02,LNG Carrier,50247,420,144690.0,,,,Typical LNG Carrier,Liquified Natural Gas,229,41,0.54,5
2021-03-27,Container Ship,14233,262,,,,10795.0,Feeder Ships,Electronics,147,33,0.77,18
2022-08-24,LPG Carrier,25199,67,,54391.0,,,Typical LPG Carrier,Liquified Petroleum Gas,120,23,0.57,17
2022-03-08,LNG Carrier,49318,128,148726.0,,,,Typical LNG Carrier,Liquified Natural Gas,278,48,0.54,5
2022-08-10,Bulk Carrier,24022,144,,,64648.0,,Handysize,Iron Ore,140,53,0.61,13
2023-01-07,Container Ship,33252,426,,,,7300.0,Feeder Ships,Consumer Goods,155,33,0.72,7
2023-04-24,Bulk Carrier,27053,146,,,81788.0,,Handysize,Grain,119,24,0.55,8
2022-07-23,LPG Carrier,23518,232,,69441.0,,,Typical LPG Carrier,Liquified Petroleum Gas,199,21,0.57,15
2023-07-26,Bulk Carrier,12550,310,,,12900.0,,Panamax,Grain,225,21,0.59,5
2022-01-06,Container Ship,23971,438,,,,7583.0,New Panamax (Neo-Panamax) Ships,Apparel,304,21,0.51,8
2021-05-29,Tanker,40706,364,,,284610.0,,Handysize,Refined Products,128,44,0.66,8
2021-04-29,Container Ship,16543,91,,,,12923.0,Feeder Ships,Electronics,328,56,0.53,15
2021-03-27,Container Ship,10423,245,,,,11555.0,New Panamax (Neo-Panamax) Ships,Electronics,97,34,0.64,10
2024-01-05,LNG Carrier,36623,435,134606.0,,,,Typical LNG Carrier,Liquified Natural Gas,280,44,0.6,5
2022-07-20,LNG Carrier,31477,290,140755.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,44,0.54,3
2022-01-23,LNG Carrier,38728,57,130672.0,,,,Typical LNG Carrier,Liquified Natural Gas,262,44,0.7,3
2023-03-14,Container Ship,14583,416,,,,13844.0,Feeder Ships,Apparel,288,52,0.57,3
2021-11-27,Bulk Carrier,15487,310,,,145734.0,,Handysize,Coal,218,57,0.55,16
2022-10-01,Bulk Carrier,20953,302,,,17228.0,,Capesize,Grain,109,48,0.56,12
2021-08-13,Tanker,18839,71,,,133222.0,,MR,Crude Oil,298,29,0.7,11
2023-11-03,Bulk Carrier,23154,208,,,33416.0,,Handymax/Supramax,Iron Ore,225,33,0.52,6
2022-07-25,Container Ship,13344,369,,,,12983.0,Panamax Ships,Chemicals,229,19,0.66,15
2021-03-23,LNG Carrier,26318,174,132294.0,,,,Typical LNG Carrier,Liquified Natural Gas,249,41,0.62,2
2023-07-13,Container Ship,22646,284,,,,9820.0,Feedermax Ships,Apparel,117,50,0.62,18
2023-01-14,LPG Carrier,37669,295,,78615.0,,,Typical LPG Carrier,Liquified Petroleum Gas,230,33,0.71,17
2023-10-29,Bulk Carrier,13932,178,,,94316.0,,Panamax,Iron Ore,168,41,0.65,1
2023-04-24,LPG Carrier,28054,128,,29577.0,,,Typical LPG Carrier,Liquified Petroleum Gas,146,18,0.63,12
2021-08-18,LPG Carrier,30192,235,,58139.0,,,Typical LPG Carrier,Liquified Petroleum Gas,228,16,0.75,6
2021-10-01,LPG Carrier,22207,223,,41271.0,,,Typical LPG Carrier,Liquified Petroleum Gas,183,33,0.62,14
2021-03-31,LPG Carrier,26659,439,,11996.0,,,Typical LPG Carrier,Liquified Petroleum Gas,193,25,0.6,13
2022-09-03,Tanker,32752,67,,,211739.0,,Suezmax,Refined Products,337,37,0.61,11
2023-04-23,LPG Carrier,39704,400,,23544.0,,,Typical LPG Carrier,Liquified Petroleum Gas,228,19,0.67,12
2021-04-26,Bulk Carrier,19897,210,,,136666.0,,Panamax,Iron Ore,102,21,0.56,18
2023-11-09,Container Ship,20171,313,,,,3969.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,360,57,0.58,14
2022-12-28,Tanker,42276,205,,,255500.0,,MR,Refined Products,137,41,0.61,8
2023-04-24,Tanker,23224,165,,,155460.0,,ULCC,Refined Products,95,51,0.65,18
2022-11-02,LNG Carrier,38131,277,142206.0,,,,Typical LNG Carrier,Liquified Natural Gas,208,50,0.58,2
2023-11-27,Container Ship,13909,98,,,,6273.0,Feeder Ships,Consumer Goods,227,42,0.58,4
2021-08-21,LNG Carrier,49571,113,131569.0,,,,Typical LNG Carrier,Liquified Natural Gas,237,42,0.52,5
2022-05-16,LPG Carrier,33413,213,,38103.0,,,Typical LPG Carrier,Liquified Petroleum Gas,177,19,0.77,4
2022-07-19,Bulk Carrier,17605,347,,,83194.0,,Capesize,Iron Ore,112,60,0.56,6
2022-12-25,LPG Carrier,28233,245,,69214.0,,,Typical LPG Carrier,Liquified Petroleum Gas,101,36,0.71,8
2023-11-03,Container Ship,24506,394,,,,10014.0,Panamax Ships,Chemicals,108,37,0.64,7
2022-04-03,Tanker,46504,334,,,235495.0,,Suezmax,Crude Oil,289,56,0.64,5
2022-01-18,LNG Carrier,39794,230,116965.0,,,,Typical LNG Carrier,Liquified Natural Gas,238,42,0.79,11
2021-10-30,Container Ship,21077,298,,,,9433.0,New Panamax (Neo-Panamax) Ships,Chemicals,323,42,0.55,9
2022-05-03,Container Ship,32707,426,,,,13019.0,Feeder Ships,Consumer Goods,395,49,0.79,15
2023-08-04,LNG Carrier,44838,295,123367.0,,,,Typical LNG Carrier,Liquified Natural Gas,223,42,0.61,13
2022-12-28,LNG Carrier,35104,193,122953.0,,,,Typical LNG Carrier,Liquified Natural Gas,293,42,0.72,11
2022-06-12,LNG Carrier,52699,228,132367.0,,,,Typical LNG Carrier,Liquified Natural Gas,250,46,0.7,7
2022-12-19,LNG Carrier,35510,407,135801.0,,,,Typical LNG Carrier,Liquified Natural Gas,244,48,0.53,10
2022-03-04,LNG Carrier,45263,121,102200.0,,,,Typical LNG Carrier,Liquified Natural Gas,279,44,0.55,17
2022-09-26,Tanker,48992,156,,,136652.0,,Aframax,Crude Oil,335,43,0.56,8
2021-09-19,LNG Carrier,25005,116,131431.0,,,,Typical LNG Carrier,Liquified Natural Gas,237,44,0.71,4
2021-03-25,LPG Carrier,36041,249,,33748.0,,,Typical LPG Carrier,Liquified Petroleum Gas,118,20,0.56,18
2021-04-24,Bulk Carrier,15229,103,,,158428.0,,Capesize,Grain,201,59,0.54,2
2023-12-08,Tanker,18233,360,,,375773.0,,LR1,Refined Products,158,21,0.74,14
2022-08-13,Container Ship,17011,82,,,,6663.0,Post-Panamax Ships,Electronics,336,29,0.59,7
2021-01-07,LPG Carrier,33818,426,,53302.0,,,Typical LPG Carrier,Liquified Petroleum Gas,160,14,0.78,4
2021-10-30,LPG Carrier,34665,175,,55405.0,,,Typical LPG Carrier,Liquified Petroleum Gas,127,29,0.77,4
2021-07-13,Container Ship,17550,194,,,,13219.0,Feedermax Ships,Electronics,258,44,0.71,6
2022-05-23,Bulk Carrier,26943,272,,,197791.0,,Handysize,Coal,198,44,0.76,16
2021-06-03,Bulk Carrier,22491,331,,,50702.0,,Capesize,Coal,275,57,0.8,18
2021-04-06,Tanker,42267,57,,,243791.0,,LR2,Crude Oil,189,31,0.75,5
2021-08-23,Bulk Carrier,21592,341,,,17950.0,,Handymax/Supramax,Grain,228,51,0.58,16
2023-10-29,Bulk Carrier,21993,200,,,177102.0,,Panamax,Iron Ore,254,38,0.54,17
2022-07-23,Tanker,37306,309,,,334518.0,,Aframax,Refined Products,304,37,0.56,8
2021-08-10,Container Ship,11805,127,,,,6886.0,Feedermax Ships,Machinery,292,39,0.76,8
2024-02-01,LNG Carrier,25906,251,122036.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,41,0.6,18
2022-10-12,Tanker,15685,58,,,259578.0,,LR1,Refined Products,283,26,0.66,8
2022-02-11,Container Ship,21768,406,,,,12955.0,Feeder Ships,Consumer Goods,119,52,0.68,10
2023-12-17,LNG Carrier,37418,342,101513.0,,,,Typical LNG Carrier,Liquified Natural Gas,225,45,0.6,6
2021-07-25,LPG Carrier,32599,155,,76070.0,,,Typical LPG Carrier,Liquified Petroleum Gas,118,17,0.6,18
2024-01-07,Container Ship,32074,147,,,,7203.0,Feeder Ships,Machinery,368,28,0.66,17
2023-03-01,Bulk Carrier,19323,64,,,117588.0,,Handymax/Supramax,Coal,169,25,0.66,15
2022-10-29,LNG Carrier,36420,197,148686.0,,,,Typical LNG Carrier,Liquified Natural Gas,255,45,0.63,18
2021-04-19,Bulk Carrier,27980,68,,,142723.0,,Capesize,Coal,124,43,0.74,4
2021-11-21,Tanker,43713,228,,,227606.0,,Aframax,Refined Products,237,28,0.71,13
2024-01-09,Container Ship,12616,365,,,,13362.0,Panamax Ships,Consumer Goods,258,33,0.53,14
2022-05-20,Tanker,42520,431,,,388629.0,,Handysize,Refined Products,147,65,0.51,4
2022-11-24,LPG Carrier,39083,265,,66800.0,,,Typical LPG Carrier,Liquified Petroleum Gas,191,37,0.58,10
2021-05-24,Tanker,38090,258,,,184356.0,,Suezmax,Crude Oil,247,56,0.57,14
2021-05-12,Tanker,35364,416,,,136878.0,,Handysize,Refined Products,83,27,0.64,3
2022-12-28,Bulk Carrier,12869,412,,,49104.0,,Capesize,Grain,104,43,0.53,1
2023-12-27,LNG Carrier,50675,206,117667.0,,,,Typical LNG Carrier,Liquified Natural Gas,297,48,0.74,4
2021-05-10,Bulk Carrier,26930,431,,,28887.0,,Panamax,Grain,255,58,0.64,10
2022-03-02,Bulk Carrier,26714,439,,,192573.0,,Panamax,Iron Ore,232,51,0.67,2
2021-10-21,Tanker,28570,159,,,293181.0,,VLCC,Crude Oil,223,43,0.56,18
2021-07-21,Bulk Carrier,27829,143,,,188508.0,,Handysize,Grain,165,47,0.56,7
2023-05-07,LNG Carrier,29153,75,138664.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,43,0.63,7
2023-06-06,LPG Carrier,29010,305,,46062.0,,,Typical LPG Carrier,Liquified Petroleum Gas,194,34,0.61,12
2022-10-06,Bulk Carrier,19018,303,,,193449.0,,Capesize,Iron Ore,148,38,0.66,16
2023-01-20,Container Ship,15379,67,,,,9107.0,Feeder Ships,Machinery,256,21,0.67,3
2022-01-11,Container Ship,21150,99,,,,5703.0,New Panamax (Neo-Panamax) Ships,Chemicals,245,51,0.71,14
2021-12-08,Bulk Carrier,20583,282,,,112571.0,,Handymax/Supramax,Coal,298,42,0.65,13
2022-03-01,Container Ship,25678,68,,,,8685.0,Feedermax Ships,Apparel,258,16,0.54,15
2022-11-13,Bulk Carrier,20200,123,,,36218.0,,Handysize,Grain,165,42,0.69,8
2021-11-23,Container Ship,28291,83,,,,12824.0,New Panamax (Neo-Panamax) Ships,Apparel,359,48,0.51,4
2021-03-30,Bulk Carrier,20422,419,,,198596.0,,Panamax,Iron Ore,178,25,0.5,18
2021-02-17,LNG Carrier,45421,182,123774.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,46,0.7,6
2023-01-24,Container Ship,27105,277,,,,3190.0,Panamax Ships,Electronics,325,53,0.8,9
2022-06-26,Container Ship,31692,322,,,,3207.0,Feeder Ships,Consumer Goods,296,42,0.74,10
2022-08-20,Bulk Carrier,23660,378,,,131811.0,,Panamax,Grain,188,53,0.56,17
2022-04-25,LPG Carrier,25550,151,,63571.0,,,Typical LPG Carrier,Liquified Petroleum Gas,217,14,0.58,7
2021-01-03,Bulk Carrier,22521,197,,,184539.0,,Handysize,Iron Ore,216,34,0.57,16
2023-07-16,Bulk Carrier,29990,288,,,72120.0,,Handysize,Grain,197,55,0.52,7
2022-01-02,LNG Carrier,46318,298,122969.0,,,,Typical LNG Carrier,Liquified Natural Gas,260,44,0.61,4
2021-07-13,Container Ship,14729,433,,,,4907.0,New Panamax (Neo-Panamax) Ships,Machinery,249,40,0.65,7
2022-03-06,LNG Carrier,57075,146,134304.0,,,,Typical LNG Carrier,Liquified Natural Gas,258,46,0.79,8
2022-02-19,Bulk Carrier,23574,249,,,92632.0,,Handymax/Supramax,Iron Ore,189,59,0.8,13
2022-05-03,LNG Carrier,45995,84,105449.0,,,,Typical LNG Carrier,Liquified Natural Gas,295,41,0.57,7
2021-01-28,LNG Carrier,42825,184,134264.0,,,,Typical LNG Carrier,Liquified Natural Gas,274,41,0.7,11
2022-10-01,LNG Carrier,58429,267,110494.0,,,,Typical LNG Carrier,Liquified Natural Gas,238,43,0.68,11
2023-03-19,Container Ship,12181,445,,,,9896.0,Feedermax Ships,Consumer Goods,281,23,0.6,1
2021-08-31,Container Ship,14704,192,,,,10193.0,Panamax Ships,Electronics,106,22,0.75,12
2023-08-17,Bulk Carrier,24255,118,,,87191.0,,Capesize,Coal,261,34,0.55,9
2023-03-11,Tanker,37665,296,,,164881.0,,Aframax,Refined Products,173,63,0.78,16
2021-04-17,Tanker,17660,380,,,109819.0,,Aframax,Refined Products,148,35,0.66,1
2023-12-15,LPG Carrier,20220,125,,45494.0,,,Typical LPG Carrier,Liquified Petroleum Gas,176,32,0.52,16
2021-03-06,Container Ship,26925,167,,,,11630.0,Feeder Ships,Electronics,309,31,0.65,9
