Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2022-07-20,LNG Carrier,36517,194,107247.0,,,,Typical LNG Carrier,Liquified Natural Gas,205,43,0.72,7
2022-07-03,Tanker,40093,199,,,73127.0,,ULCC,Refined Products,240,27,0.54,12
2023-12-13,Bulk Carrier,11826,119,,,180853.0,,Panamax,Coal,272,34,0.61,17
2021-06-25,Container Ship,15589,114,,,,3194.0,Panamax Ships,Apparel,343,46,0.77,16
2022-10-06,LNG Carrier,26628,162,100123.0,,,,Typical LNG Carrier,Liquified Natural Gas,294,42,0.6,3
2021-09-30,LNG Carrier,57738,296,127763.0,,,,Typical LNG Carrier,Liquified Natural Gas,247,44,0.55,1
2022-09-26,Container Ship,25556,327,,,,3544.0,Feedermax Ships,Machinery,225,59,0.65,2
2023-07-13,LNG Carrier,36764,417,104173.0,,,,Typical LNG Carrier,Liquified Natural Gas,229,48,0.8,16
2022-07-18,Bulk Carrier,19867,209,,,174904.0,,Capesize,Iron Ore,191,40,0.54,2
2021-07-18,LPG Carrier,40923,403,,58303.0,,,Typical LPG Carrier,Liquified Petroleum Gas,127,39,0.72,9
2021-05-20,Tanker,15299,91,,,261490.0,,Handysize,Crude Oil,306,58,0.65,15
2022-06-11,Bulk Carrier,17880,130,,,84704.0,,Handysize,Coal,193,25,0.78,13
2022-05-19,Container Ship,26525,184,,,,3364.0,Post-Panamax Ships,Consumer Goods,348,28,0.59,1
2021-07-27,LPG Carrier,41595,107,,44640.0,,,Typical LPG Carrier,Liquified Petroleum Gas,229,18,0.76,11
2021-10-26,Bulk Carrier,16581,192,,,99892.0,,Capesize,Iron Ore,248,54,0.64,1
2022-04-01,LNG Carrier,49915,402,104074.0,,,,Typical LNG Carrier,Liquified Natural Gas,242,47,0.61,7
2022-05-26,Tanker,46905,169,,,116518.0,,LR2,Crude Oil,248,44,0.77,7
2022-08-04,Bulk Carrier,12700,204,,,108730.0,,Handysize,Iron Ore,146,37,0.6,12
2023-03-19,Tanker,38332,362,,,209432.0,,Aframax,Refined Products,285,37,0.66,14
2021-03-30,Bulk Carrier,18805,177,,,140153.0,,Handysize,Iron Ore,215,25,0.66,3
2023-10-07,LNG Carrier,52459,264,111072.0,,,,Typical LNG Carrier,Liquified Natural Gas,253,41,0.58,1
2021-07-12,Tanker,37320,369,,,349940.0,,Aframax,Crude Oil,181,63,0.78,3
2023-05-06,Tanker,33776,176,,,229204.0,,ULCC,Crude Oil,256,23,0.71,6
2022-04-16,LPG Carrier,25349,227,,57098.0,,,Typical LPG Carrier,Liquified Petroleum Gas,132,19,0.57,7
2023-06-25,Container Ship,27749,127,,,,4401.0,Feedermax Ships,Machinery,278,25,0.8,5
2022-07-14,Bulk Carrier,12919,141,,,148240.0,,Panamax,Iron Ore,142,38,0.56,8
2023-02-27,Container Ship,30207,366,,,,6086.0,Feedermax Ships,Apparel,361,43,0.8,1
2022-05-27,Bulk Carrier,18600,293,,,72509.0,,Handymax/Supramax,Grain,188,35,0.73,7
2021-05-11,Container Ship,15244,352,,,,7357.0,Panamax Ships,Chemicals,255,52,0.52,14
2023-06-28,Bulk Carrier,15538,294,,,134047.0,,Handysize,Grain,252,32,0.56,8
2023-06-17,LPG Carrier,34101,184,,20599.0,,,Typical LPG Carrier,Liquified Petroleum Gas,142,36,0.69,8
2022-11-19,Bulk Carrier,22086,169,,,15420.0,,Panamax,Iron Ore,171,42,0.67,9
2021-02-11,Bulk Carrier,19716,160,,,177592.0,,Panamax,Iron Ore,118,56,0.7,16
2023-12-28,Tanker,20707,151,,,259958.0,,ULCC,Crude Oil,112,61,0.66,15
2022-12-31,Container Ship,27797,377,,,,12706.0,Panamax Ships,Electronics,141,50,0.66,15
2023-07-27,Container Ship,33958,109,,,,8744.0,Post-Panamax Ships,Consumer Goods,283,60,0.53,18
2023-04-17,Container Ship,21511,206,,,,4612.0,Panamax Ships,Consumer Goods,321,57,0.6,10
2023-07-01,LPG Carrier,23086,329,,66069.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,37,0.64,12
2023-04-13,LPG Carrier,39411,338,,69473.0,,,Typical LPG Carrier,Liquified Petroleum Gas,187,15,0.64,13
2023-01-15,Tanker,29763,345,,,142673.0,,Aframax,Refined Products,220,62,0.53,1
2023-04-11,Tanker,18361,134,,,303631.0,,MR,Refined Products,232,57,0.66,15
2022-11-07,Tanker,46363,303,,,256170.0,,LR1,Refined Products,175,33,0.74,10
2021-01-21,Tanker,36956,190,,,386466.0,,LR2,Refined Products,103,32,0.77,14
2023-04-11,LPG Carrier,36582,194,,58423.0,,,Typical LPG Carrier,Liquified Petroleum Gas,119,37,0.64,11
2021-07-07,Tanker,24219,129,,,107701.0,,VLCC,Refined Products,304,27,0.73,3
2021-04-08,LPG Carrier,27013,281,,79667.0,,,Typical LPG Carrier,Liquified Petroleum Gas,121,20,0.54,2
2022-09-27,Tanker,45162,85,,,149655.0,,ULCC,Refined Products,344,55,0.6,7
2021-11-25,LPG Carrier,37558,200,,52648.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,28,0.7,7
2022-12-05,LPG Carrier,40764,143,,60795.0,,,Typical LPG Carrier,Liquified Petroleum Gas,121,32,0.58,4
2023-06-04,Bulk Carrier,27621,427,,,110214.0,,Capesize,Grain,297,30,0.7,12
2021-07-24,LPG Carrier,30502,241,,35082.0,,,Typical LPG Carrier,Liquified Petroleum Gas,123,40,0.51,12
2022-10-08,Tanker,18269,243,,,194221.0,,Suezmax,Crude Oil,126,49,0.58,11
2021-10-16,Container Ship,14611,425,,,,8761.0,Panamax Ships,Electronics,153,17,0.61,15
2022-11-29,LNG Carrier,59157,78,112026.0,,,,Typical LNG Carrier,Liquified Natural Gas,249,47,0.68,17
2022-12-03,Bulk Carrier,24962,347,,,25277.0,,Capesize,Coal,272,25,0.7,16
2023-10-30,Bulk Carrier,16554,438,,,171487.0,,Capesize,Grain,266,38,0.77,4
2021-02-06,LNG Carrier,25267,75,144216.0,,,,Typical LNG Carrier,Liquified Natural Gas,213,49,0.56,11
2023-01-15,Tanker,48225,383,,,286959.0,,Aframax,Crude Oil,240,46,0.66,18
2021-04-25,LPG Carrier,30122,209,,15820.0,,,Typical LPG Carrier,Liquified Petroleum Gas,228,26,0.77,16
2023-09-19,Tanker,29920,71,,,182327.0,,LR2,Crude Oil,303,64,0.5,11
2023-12-06,Bulk Carrier,11487,196,,,194483.0,,Handysize,Iron Ore,296,46,0.73,2
2023-05-09,Bulk Carrier,24043,170,,,143770.0,,Panamax,Iron Ore,180,24,0.55,7
2024-01-17,LPG Carrier,26056,236,,31149.0,,,Typical LPG Carrier,Liquified Petroleum Gas,196,23,0.67,13
2022-06-07,Bulk Carrier,11293,349,,,67802.0,,Handymax/Supramax,Coal,198,23,0.58,12
2022-02-27,LNG Carrier,56524,60,138979.0,,,,Typical LNG Carrier,Liquified Natural Gas,204,46,0.61,1
2021-08-18,Bulk Carrier,18370,412,,,63713.0,,Capesize,Coal,221,31,0.58,4
2022-05-05,Tanker,43119,191,,,168641.0,,Panamax,Refined Products,129,49,0.51,3
2023-04-04,LPG Carrier,24236,197,,58742.0,,,Typical LPG Carrier,Liquified Petroleum Gas,203,17,0.55,1
2021-05-17,LNG Carrier,47446,306,136245.0,,,,Typical LNG Carrier,Liquified Natural Gas,243,50,0.51,14
2022-03-19,Container Ship,16553,236,,,,9913.0,Feeder Ships,Consumer Goods,179,17,0.79,5
2021-01-28,LPG Carrier,31716,160,,13891.0,,,Typical LPG Carrier,Liquified Petroleum Gas,142,19,0.65,18
2022-05-24,LPG Carrier,31687,106,,29389.0,,,Typical LPG Carrier,Liquified Petroleum Gas,191,39,0.58,4
2023-01-16,Container Ship,25042,248,,,,11656.0,Feedermax Ships,Machinery,253,17,0.78,3
2021-01-29,LNG Carrier,33389,277,101158.0,,,,Typical LNG Carrier,Liquified Natural Gas,237,43,0.59,7
2023-04-24,LPG Carrier,31812,265,,42280.0,,,Typical LPG Carrier,Liquified Petroleum Gas,209,29,0.79,12
2021-08-03,Tanker,44434,182,,,101462.0,,LR2,Refined Products,275,28,0.58,3
2022-11-02,Container Ship,21877,175,,,,3224.0,Post-Panamax Ships,Apparel,95,37,0.66,6
2022-11-21,LNG Carrier,53139,244,134512.0,,,,Typical LNG Carrier,Liquified Natural Gas,257,45,0.71,13
2023-03-12,LPG Carrier,34673,401,,71728.0,,,Typical LPG Carrier,Liquified Petroleum Gas,137,29,0.56,3
2021-02-08,Container Ship,22002,275,,,,9585.0,Feedermax Ships,Chemicals,390,39,0.64,16
2023-12-16,LNG Carrier,59622,138,140029.0,,,,Typical LNG Carrier,Liquified Natural Gas,208,47,0.57,2
2021-10-06,LPG Carrier,27793,255,,40030.0,,,Typical LPG Carrier,Liquified Petroleum Gas,176,37,0.54,3
2022-11-11,Bulk Carrier,11003,103,,,131772.0,,Handysize,Iron Ore,290,52,0.75,9
2022-12-08,Bulk Carrier,18908,297,,,27377.0,,Handymax/Supramax,Iron Ore,245,58,0.67,6
2023-04-20,LPG Carrier,24432,261,,33914.0,,,Typical LPG Carrier,Liquified Petroleum Gas,101,39,0.8,14
2023-08-30,Bulk Carrier,28092,191,,,116857.0,,Panamax,Grain,168,60,0.56,13
2022-02-11,Bulk Carrier,25144,338,,,19756.0,,Handymax/Supramax,Coal,154,23,0.54,4
2021-01-15,LPG Carrier,27390,291,,76650.0,,,Typical LPG Carrier,Liquified Petroleum Gas,101,14,0.79,4
2021-07-09,LNG Carrier,57433,133,141798.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,40,0.63,7
2021-05-17,Tanker,42833,422,,,213768.0,,LR1,Refined Products,256,54,0.68,4
2022-06-05,LNG Carrier,58967,51,110309.0,,,,Typical LNG Carrier,Liquified Natural Gas,292,45,0.7,2
2022-07-09,Tanker,32312,282,,,200638.0,,LR2,Crude Oil,211,29,0.61,1
2022-05-16,LPG Carrier,40328,368,,18126.0,,,Typical LPG Carrier,Liquified Petroleum Gas,198,40,0.53,14
2021-04-18,LNG Carrier,25359,428,142209.0,,,,Typical LNG Carrier,Liquified Natural Gas,275,41,0.51,15
2023-09-18,Tanker,21759,249,,,194480.0,,MR,Refined Products,164,29,0.54,6
2022-03-28,Bulk Carrier,14770,71,,,22811.0,,Capesize,Coal,131,47,0.64,4
2022-06-24,LPG Carrier,24902,318,,56344.0,,,Typical LPG Carrier,Liquified Petroleum Gas,138,36,0.72,9
2022-07-07,LPG Carrier,26814,186,,6877.0,,,Typical LPG Carrier,Liquified Petroleum Gas,201,40,0.63,14
2022-11-10,Bulk Carrier,26535,225,,,179630.0,,Capesize,Grain,222,27,0.61,9
2023-04-25,LNG Carrier,51405,435,144934.0,,,,Typical LNG Carrier,Liquified Natural Gas,291,42,0.57,17
2023-08-26,LPG Carrier,42984,113,,48694.0,,,Typical LPG Carrier,Liquified Petroleum Gas,213,19,0.59,4
2023-04-25,LPG Carrier,24921,256,,72575.0,,,Typical LPG Carrier,Liquified Petroleum Gas,160,29,0.73,16
2023-08-04,Bulk Carrier,20552,228,,,198823.0,,Capesize,Coal,105,41,0.5,9
2021-08-27,LPG Carrier,22355,270,,27102.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,23,0.75,3
2021-01-11,Container Ship,33006,195,,,,3818.0,Feedermax Ships,Chemicals,333,60,0.55,6
2023-09-24,LPG Carrier,40272,210,,55847.0,,,Typical LPG Carrier,Liquified Petroleum Gas,205,23,0.67,16
2022-03-15,Tanker,25595,427,,,301874.0,,Panamax,Refined Products,107,40,0.75,10
2021-12-15,Bulk Carrier,28503,89,,,106333.0,,Capesize,Grain,134,50,0.71,8
2022-05-13,LNG Carrier,36466,425,141275.0,,,,Typical LNG Carrier,Liquified Natural Gas,251,45,0.62,8
2022-12-27,Tanker,44498,406,,,251067.0,,LR1,Crude Oil,231,43,0.68,15
2021-08-07,LNG Carrier,39159,399,118078.0,,,,Typical LNG Carrier,Liquified Natural Gas,252,47,0.67,15
2021-09-26,Container Ship,15375,158,,,,9136.0,Panamax Ships,Chemicals,76,30,0.63,8
2023-01-29,Tanker,41091,275,,,111267.0,,MR,Refined Products,340,56,0.75,12
2023-05-21,Bulk Carrier,11055,141,,,121987.0,,Panamax,Grain,140,58,0.59,12
2021-04-21,Bulk Carrier,18239,182,,,104758.0,,Capesize,Iron Ore,138,58,0.76,12
2023-12-04,LNG Carrier,38352,80,109178.0,,,,Typical LNG Carrier,Liquified Natural Gas,251,49,0.79,11
2023-01-29,Bulk Carrier,25075,400,,,28259.0,,Panamax,Iron Ore,169,53,0.58,4
2022-12-05,LPG Carrier,30273,191,,15566.0,,,Typical LPG Carrier,Liquified Petroleum Gas,221,37,0.61,15
2023-10-07,Tanker,49404,394,,,239935.0,,ULCC,Crude Oil,209,26,0.76,9
2023-08-21,Bulk Carrier,26227,85,,,69972.0,,Capesize,Grain,149,34,0.61,18
2023-04-14,LNG Carrier,48728,205,121589.0,,,,Typical LNG Carrier,Liquified Natural Gas,274,40,0.75,3
2022-11-21,Container Ship,29143,418,,,,13108.0,Feedermax Ships,Apparel,175,34,0.52,15
2023-04-19,LNG Carrier,27767,337,128673.0,,,,Typical LNG Carrier,Liquified Natural Gas,216,44,0.68,14
2022-08-19,LPG Carrier,22019,306,,25868.0,,,Typical LPG Carrier,Liquified Petroleum Gas,212,19,0.71,2
2022-06-26,Tanker,46753,358,,,261672.0,,LR2,Refined Products,111,32,0.67,15
2021-09-25,LNG Carrier,59794,120,148683.0,,,,Typical LNG Carrier,Liquified Natural Gas,203,42,0.59,6
2023-10-29,LPG Carrier,29693,254,,73599.0,,,Typical LPG Carrier,Liquified Petroleum Gas,121,21,0.58,12
2024-01-06,LPG Carrier,25362,189,,53838.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,39,0.75,9
2023-01-27,Container Ship,11046,419,,,,6183.0,New Panamax (Neo-Panamax) Ships,Apparel,91,22,0.7,6
2021-06-04,Container Ship,24851,399,,,,4131.0,New Panamax (Neo-Panamax) Ships,Machinery,185,35,0.54,17
2021-11-22,LPG Carrier,26797,258,,48998.0,,,Typical LPG Carrier,Liquified Petroleum Gas,114,39,0.57,17
2022-01-13,LNG Carrier,48679,49,130877.0,,,,Typical LNG Carrier,Liquified Natural Gas,286,42,0.58,5
2023-01-03,LPG Carrier,29130,157,,67537.0,,,Typical LPG Carrier,Liquified Petroleum Gas,226,33,0.59,1
2021-04-30,LPG Carrier,26523,255,,63790.0,,,Typical LPG Carrier,Liquified Petroleum Gas,224,21,0.5,7
2022-10-19,Container Ship,16882,230,,,,12486.0,Panamax Ships,Consumer Goods,96,40,0.57,12
2023-08-09,Tanker,32183,427,,,268572.0,,Aframax,Refined Products,266,30,0.72,11
2021-12-20,Tanker,31026,324,,,151834.0,,Handysize,Crude Oil,147,59,0.68,2
2024-01-19,LPG Carrier,42843,56,,5667.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,40,0.7,1
2022-08-20,Tanker,19923,231,,,133396.0,,Suezmax,Refined Products,313,31,0.76,8
2022-01-13,LNG Carrier,36853,334,120354.0,,,,Typical LNG Carrier,Liquified Natural Gas,269,44,0.6,10
2021-01-16,Bulk Carrier,10404,115,,,11926.0,,Handysize,Iron Ore,207,54,0.62,4
2022-08-26,Bulk Carrier,12118,296,,,57621.0,,Capesize,Iron Ore,215,36,0.7,1
2023-10-01,LPG Carrier,35387,129,,73430.0,,,Typical LPG Carrier,Liquified Petroleum Gas,216,23,0.59,18
2021-11-13,Bulk Carrier,28455,408,,,134774.0,,Handymax/Supramax,Iron Ore,275,38,0.62,2
2023-09-14,LPG Carrier,21894,423,,10808.0,,,Typical LPG Carrier,Liquified Petroleum Gas,208,36,0.5,13
2022-01-25,LPG Carrier,31550,87,,11401.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,25,0.62,1
2023-08-24,Container Ship,25880,111,,,,6416.0,Post-Panamax Ships,Apparel,241,32,0.64,2
2023-12-25,LNG Carrier,29759,111,134072.0,,,,Typical LNG Carrier,Liquified Natural Gas,276,49,0.59,16
2023-08-13,LNG Carrier,43315,154,149311.0,,,,Typical LNG Carrier,Liquified Natural Gas,232,45,0.6,8
2023-05-08,Bulk Carrier,28045,141,,,67895.0,,Capesize,Grain,238,46,0.62,12
2021-12-20,Bulk Carrier,16011,203,,,155030.0,,Handysize,Grain,261,46,0.76,17
2021-07-12,LNG Carrier,37062,119,138976.0,,,,Typical LNG Carrier,Liquified Natural Gas,233,40,0.63,11
2023-06-10,LPG Carrier,29784,212,,78546.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,16,0.58,11
2023-12-30,LPG Carrier,38869,198,,15306.0,,,Typical LPG Carrier,Liquified Petroleum Gas,145,14,0.56,14
2023-06-20,Container Ship,13820,45,,,,9156.0,Feeder Ships,Machinery,211,56,0.53,2
2024-01-06,Tanker,35170,440,,,152832.0,,ULCC,Refined Products,266,52,0.74,8
2022-05-05,Tanker,43541,62,,,222933.0,,ULCC,Crude Oil,146,36,0.7,4
2021-05-16,Bulk Carrier,16389,87,,,79932.0,,Handymax/Supramax,Coal,251,26,0.67,7
2021-05-28,Tanker,32820,435,,,252042.0,,MR,Refined Products,89,44,0.56,11
2021-07-12,LNG Carrier,49502,165,111929.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,44,0.63,2
2023-09-04,Tanker,31532,371,,,166015.0,,LR1,Crude Oil,171,55,0.61,12
2023-07-13,Tanker,16882,443,,,173725.0,,Handysize,Crude Oil,299,54,0.52,5
2022-04-17,LPG Carrier,29347,383,,38428.0,,,Typical LPG Carrier,Liquified Petroleum Gas,137,28,0.71,4
2023-06-19,Bulk Carrier,16833,367,,,51971.0,,Handysize,Coal,290,40,0.78,18
2023-05-22,LNG Carrier,53366,404,146013.0,,,,Typical LNG Carrier,Liquified Natural Gas,282,40,0.55,3
2022-09-22,Tanker,42382,258,,,227262.0,,LR2,Crude Oil,150,43,0.71,4
2021-12-04,Tanker,30391,190,,,206430.0,,LR2,Refined Products,288,26,0.79,11
2023-12-28,Tanker,42371,64,,,281545.0,,Panamax,Refined Products,188,32,0.71,18
2023-01-08,Bulk Carrier,17184,373,,,130228.0,,Handysize,Iron Ore,261,27,0.52,14
2021-06-23,LPG Carrier,38345,199,,22152.0,,,Typical LPG Carrier,Liquified Petroleum Gas,211,20,0.64,2
2023-06-01,Bulk Carrier,15336,78,,,92216.0,,Capesize,Coal,106,51,0.62,15
2022-12-10,Tanker,39770,52,,,50516.0,,Panamax,Refined Products,258,43,0.69,16
2022-10-27,LPG Carrier,36926,247,,74089.0,,,Typical LPG Carrier,Liquified Petroleum Gas,146,30,0.73,17
2021-11-26,LNG Carrier,57883,262,119641.0,,,,Typical LNG Carrier,Liquified Natural Gas,293,48,0.72,18
2022-06-28,LPG Carrier,20554,130,,49867.0,,,Typical LPG Carrier,Liquified Petroleum Gas,100,17,0.66,17
2021-07-20,Tanker,30953,175,,,362289.0,,Handysize,Crude Oil,204,45,0.65,13
2023-12-31,Bulk Carrier,24438,143,,,98638.0,,Panamax,Iron Ore,111,32,0.58,15
2023-07-27,Tanker,40542,95,,,282861.0,,Aframax,Refined Products,200,45,0.69,8
2023-07-22,Tanker,24640,427,,,358498.0,,Handysize,Crude Oil,190,29,0.78,12
2022-07-02,Bulk Carrier,10309,235,,,15686.0,,Handymax/Supramax,Iron Ore,269,24,0.65,10
2021-09-13,Container Ship,12714,135,,,,11458.0,New Panamax (Neo-Panamax) Ships,Apparel,101,31,0.58,11
2021-05-30,Container Ship,27700,369,,,,6292.0,Panamax Ships,Consumer Goods,294,26,0.65,13
2022-12-04,LNG Carrier,52438,349,110641.0,,,,Typical LNG Carrier,Liquified Natural Gas,261,44,0.64,13
2022-10-30,Tanker,38885,134,,,67243.0,,Aframax,Refined Products,99,56,0.58,18
2022-08-14,Bulk Carrier,25762,296,,,85360.0,,Handymax/Supramax,Iron Ore,262,39,0.51,2
2021-09-07,LNG Carrier,28604,64,139622.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,41,0.77,12
2021-11-16,Bulk Carrier,10243,201,,,48364.0,,Handysize,Iron Ore,232,37,0.75,13
2023-10-16,LPG Carrier,28216,293,,43549.0,,,Typical LPG Carrier,Liquified Petroleum Gas,171,21,0.62,8
2023-12-03,LNG Carrier,36527,232,122366.0,,,,Typical LNG Carrier,Liquified Natural Gas,239,41,0.69,4
2023-10-09,LNG Carrier,29593,326,140676.0,,,,Typical LNG Carrier,Liquified Natural Gas,252,44,0.8,14
2023-06-04,LPG Carrier,23165,301,,19422.0,,,Typical LPG Carrier,Liquified Petroleum Gas,114,40,0.55,15
2021-04-09,Bulk Carrier,18122,338,,,106846.0,,Capesize,Grain,103,30,0.76,5
2022-01-12,LPG Carrier,40614,279,,6588.0,,,Typical LPG Carrier,Liquified Petroleum Gas,217,16,0.8,8
2021-01-15,Bulk Carrier,23948,386,,,22893.0,,Panamax,Coal,127,47,0.57,3
2023-08-10,Container Ship,11177,256,,,,13583.0,Feeder Ships,Electronics,197,50,0.52,14
2022-03-15,LNG Carrier,34305,201,143326.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,43,0.5,9
2022-05-26,LPG Carrier,26319,438,,47711.0,,,Typical LPG Carrier,Liquified Petroleum Gas,185,38,0.78,18
2022-10-14,LPG Carrier,23550,235,,57700.0,,,Typical LPG Carrier,Liquified Petroleum Gas,199,29,0.63,11
2021-02-10,LNG Carrier,49591,168,110791.0,,,,Typical LNG Carrier,Liquified Natural Gas,266,44,0.73,7
2021-08-26,Bulk Carrier,29194,431,,,84380.0,,Handysize,Grain,259,47,0.69,11
2023-07-02,Bulk Carrier,15379,319,,,74078.0,,Handysize,Grain,178,33,0.71,5
2023-07-22,Bulk Carrier,10445,348,,,112770.0,,Handymax/Supramax,Grain,234,21,0.57,6
2021-05-03,LNG Carrier,56087,330,140143.0,,,,Typical LNG Carrier,Liquified Natural Gas,285,49,0.65,16
2022-08-27,LNG Carrier,39716,301,138056.0,,,,Typical LNG Carrier,Liquified Natural Gas,217,48,0.71,12
2021-08-28,Container Ship,23216,320,,,,11503.0,Post-Panamax Ships,Apparel,77,57,0.71,18
2023-03-09,Bulk Carrier,18922,174,,,16794.0,,Handysize,Grain,125,42,0.6,9
2023-02-27,Tanker,37200,389,,,290647.0,,ULCC,Crude Oil,266,60,0.66,3
2022-05-06,LNG Carrier,48971,311,122642.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,49,0.63,17
2023-11-20,Tanker,21241,189,,,78281.0,,ULCC,Refined Products,72,22,0.78,7
2022-06-15,Container Ship,18106,298,,,,10132.0,Feedermax Ships,Machinery,347,59,0.71,15
2022-11-01,Tanker,18800,256,,,379892.0,,Panamax,Refined Products,108,50,0.79,8
2023-08-12,LPG Carrier,33748,372,,59502.0,,,Typical LPG Carrier,Liquified Petroleum Gas,106,14,0.74,9
2023-11-03,Bulk Carrier,19790,240,,,158583.0,,Capesize,Iron Ore,150,20,0.66,2
2022-09-10,Bulk Carrier,28602,253,,,169427.0,,Handysize,Coal,140,47,0.77,16
2022-10-29,LPG Carrier,39848,178,,29347.0,,,Typical LPG Carrier,Liquified Petroleum Gas,189,37,0.77,1
2022-03-16,Container Ship,17157,99,,,,3170.0,Post-Panamax Ships,Machinery,93,47,0.7,16
2022-03-15,Bulk Carrier,20408,69,,,61695.0,,Panamax,Coal,117,34,0.6,12
2024-01-24,Bulk Carrier,16714,274,,,164401.0,,Capesize,Iron Ore,289,48,0.64,7
2021-11-25,Tanker,21657,301,,,217279.0,,Handysize,Refined Products,291,36,0.76,13
2022-05-17,Container Ship,32069,289,,,,12306.0,Post-Panamax Ships,Consumer Goods,91,30,0.72,1
2022-04-28,Bulk Carrier,14615,271,,,95731.0,,Panamax,Iron Ore,115,57,0.78,10
2022-03-14,LNG Carrier,45740,225,113012.0,,,,Typical LNG Carrier,Liquified Natural Gas,281,43,0.58,13
2023-08-31,Container Ship,27466,85,,,,9960.0,New Panamax (Neo-Panamax) Ships,Electronics,155,50,0.64,17
2021-08-24,LNG Carrier,54606,423,133188.0,,,,Typical LNG Carrier,Liquified Natural Gas,248,47,0.8,10
2021-05-25,Container Ship,17019,122,,,,9986.0,Post-Panamax Ships,Apparel,136,56,0.6,8
2021-10-08,Tanker,40732,400,,,94537.0,,MR,Crude Oil,187,60,0.7,6
2021-11-07,LPG Carrier,36732,342,,10371.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,25,0.68,4
2022-09-19,LPG Carrier,20128,247,,22589.0,,,Typical LPG Carrier,Liquified Petroleum Gas,125,29,0.71,9
2021-01-14,LPG Carrier,35655,64,,39477.0,,,Typical LPG Carrier,Liquified Petroleum Gas,147,18,0.71,18
2022-10-27,Tanker,31211,253,,,118548.0,,Handysize,Crude Oil,329,58,0.71,13
2022-06-11,LNG Carrier,52150,273,133355.0,,,,Typical LNG Carrier,Liquified Natural Gas,259,43,0.69,15
2021-03-24,Bulk Carrier,23410,289,,,21445.0,,Panamax,Grain,218,35,0.59,6
2023-12-16,Tanker,18249,143,,,168640.0,,Handysize,Refined Products,344,29,0.57,4
2023-02-09,Container Ship,10156,281,,,,11352.0,Feeder Ships,Machinery,272,59,0.63,7
2021-07-19,LPG Carrier,20533,295,,23968.0,,,Typical LPG Carrier,Liquified Petroleum Gas,117,16,0.76,3
2021-08-07,Container Ship,25131,390,,,,13696.0,Panamax Ships,Chemicals,213,59,0.53,2
2022-10-13,LPG Carrier,23442,198,,69502.0,,,Typical LPG Carrier,Liquified Petroleum Gas,174,34,0.71,16
2021-08-04,Container Ship,11141,202,,,,3279.0,Panamax Ships,Chemicals,376,20,0.7,6
2023-04-05,LPG Carrier,29267,323,,30427.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,21,0.79,16
2021-03-21,Container Ship,29026,148,,,,9639.0,Post-Panamax Ships,Apparel,377,47,0.79,9
2022-07-03,LPG Carrier,21220,434,,24778.0,,,Typical LPG Carrier,Liquified Petroleum Gas,100,39,0.54,17
2023-06-27,Tanker,26302,222,,,270947.0,,LR1,Refined Products,170,43,0.74,16
2022-03-10,LPG Carrier,41263,119,,69616.0,,,Typical LPG Carrier,Liquified Petroleum Gas,178,27,0.62,4
2023-03-29,Tanker,26129,422,,,328755.0,,MR,Refined Products,160,30,0.51,8
2022-06-05,Tanker,24538,112,,,338118.0,,Panamax,Refined Products,169,32,0.78,2
2021-12-11,Container Ship,15659,404,,,,11527.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,186,56,0.57,12
2021-10-05,Container Ship,25406,339,,,,8713.0,Feeder Ships,Chemicals,211,44,0.53,5
2021-08-19,LNG Carrier,29469,69,144882.0,,,,Typical LNG Carrier,Liquified Natural Gas,267,47,0.6,13
2021-06-14,Tanker,44021,298,,,266326.0,,MR,Crude Oil,255,60,0.6,16
2023-11-22,LPG Carrier,26485,301,,10487.0,,,Typical LPG Carrier,Liquified Petroleum Gas,129,28,0.52,15
2021-04-20,Container Ship,26318,58,,,,5148.0,Panamax Ships,Machinery,380,41,0.73,5
2023-06-05,Tanker,20751,431,,,300538.0,,Handysize,Crude Oil,184,27,0.58,10
2021-12-19,LPG Carrier,29375,139,,59807.0,,,Typical LPG Carrier,Liquified Petroleum Gas,186,34,0.56,11
2022-07-09,LNG Carrier,45806,388,133672.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,42,0.69,10
2023-12-15,LPG Carrier,35306,262,,77141.0,,,Typical LPG Carrier,Liquified Petroleum Gas,212,26,0.63,2
