Charter Date,Vessel Type,Route ID,Charter Price ($/day),Duration (days),Cargo Type/Use Case,Capacity/Bollard Pull,daily_consumption,Distance (nm),Port Fees ($),Average Speed (knots)
2023-12-26,LR1,TC5,5194,18.666666666666668,Refined Products,60651,35,5600,30000,12.5
2021-11-30,Aframax,TD19,9268,2.777777777777778,Fuel Oil,97577,30,800,15000,12.0
2023-07-20,Aframax,STS1,5340,0.034722222222222224,Fuel Oil,102927,30,10,0,12.0
2023-09-27,MR,TC6,9638,4.166666666666667,Diesel,43145,25,1200,10000,12.0
2023-11-05,Aframax,STS2,9258,0.052083333333333336,Crude Oil,103921,30,15,0,12.0
2022-04-20,MR,TC2_37,9818,10.416666666666666,Diesel,40345,25,3000,25000,12.0
2023-09-09,Suezmax,TD20,6746,13.782051282051283,Refined Products,147802,40,4300,35000,13.0
2021-11-08,MR,TC14,8784,13.888888888888888,Gasoline,44890,25,4000,22000,12.0
2021-01-06,Suezmax,TD20,8785,13.782051282051283,Crude Oil,141382,40,4300,35000,13.0
2022-10-07,VLCC,TD3C,5954,19.345238095238095,Crude Oil,303385,55,6500,50000,14.0
2022-04-16,VLCC,TD15,5842,32.738095238095234,Crude Oil,312843,55,11000,60000,14.0
2023-11-12,VLCC,TD3C,5905,19.345238095238095,Crude Oil,312422,55,6500,50000,14.0
2023-09-08,Suezmax,TD6,8300,3.8461538461538463,Crude Oil,142580,40,1200,12000,13.0
2022-07-29,VLCC,TD3C,8166,19.345238095238095,Crude Oil,306429,55,6500,50000,14.0
2022-03-17,MR,TC6,6113,4.166666666666667,Gasoline,44078,25,1200,10000,12.0
2021-06-09,LR1,TC5,9971,18.666666666666668,Refined Products,56645,35,5600,30000,12.5
2022-02-16,MR,TC11,5956,9.722222222222223,Diesel,49686,25,2800,18000,12.0
2023-04-02,Suezmax,TD20,6125,13.782051282051283,Crude Oil,147452,40,4300,35000,13.0
2021-04-04,Suezmax,STS2,5728,0.04807692307692307,Refined Products,144724,40,15,0,13.0
2021-10-01,MR,STS1,8319,0.034722222222222224,Gasoline,41506,25,10,0,12.0
2021-11-06,VLCC,STS1,7311,0.029761904761904764,Crude Oil,312658,55,10,0,14.0
2023-11-03,MR,TC23,5334,1.736111111111111,Diesel,46596,25,500,8000,12.0
2022-11-12,MR,TC6,6098,4.166666666666667,Diesel,41107,25,1200,10000,12.0
2022-11-26,LR2,TC5,8599,17.94871794871795,Refined Products,79367,40,5600,30000,13.0
2022-06-01,Suezmax,TD6,6898,3.8461538461538463,Crude Oil,143825,40,1200,12000,13.0
2021-05-14,Suezmax,TD20,7478,13.782051282051283,Refined Products,149362,40,4300,35000,13.0
2023-06-25,Suezmax,TD6,8692,3.8461538461538463,Refined Products,143809,40,1200,12000,13.0
2023-09-23,VLCC,TD15,7816,32.738095238095234,Crude Oil,316688,55,11000,60000,14.0
2022-06-05,MR,TC23,9886,1.736111111111111,Gasoline,40345,25,500,8000,12.0
2022-01-24,Suezmax,TD20,7145,13.782051282051283,Refined Products,143603,40,4300,35000,13.0
2022-03-26,Suezmax,TD6,5393,3.8461538461538463,Crude Oil,147171,40,1200,12000,13.0
2021-05-08,Aframax,TD8,8261,15.972222222222221,Fuel Oil,101065,30,4600,30000,12.0
2023-04-04,MR,TC6,5460,4.166666666666667,Gasoline,47837,25,1200,10000,12.0
2022-10-05,VLCC,TD15,7555,32.738095238095234,Crude Oil,319827,55,11000,60000,14.0
2023-09-18,VLCC,TD15,9291,32.738095238095234,Crude Oil,311697,55,11000,60000,14.0
2022-03-19,Aframax,STS1,5290,0.034722222222222224,Fuel Oil,99276,30,10,0,12.0
2021-09-01,MR,TC23,7981,1.736111111111111,Diesel,41565,25,500,8000,12.0
2023-12-02,Suezmax,TD6,7496,3.8461538461538463,Crude Oil,144479,40,1200,12000,13.0
2022-05-08,MR,TC11,5573,9.722222222222223,Gasoline,49862,25,2800,18000,12.0
2022-06-12,Suezmax,TD6,7934,3.8461538461538463,Refined Products,146977,40,1200,12000,13.0
2022-05-27,VLCC,TD15,6944,32.738095238095234,Crude Oil,313087,55,11000,60000,14.0
2023-12-04,MR,TC14,5846,13.888888888888888,Diesel,40317,25,4000,22000,12.0
2022-01-08,MR,TC2_37,8235,10.416666666666666,Gasoline,41901,25,3000,25000,12.0
2023-11-26,Aframax,TD19,9591,2.777777777777778,Fuel Oil,95839,30,800,15000,12.0
2024-02-01,MR,TC23,6912,1.736111111111111,Diesel,44426,25,500,8000,12.0
2022-10-26,MR,TC11,6467,9.722222222222223,Gasoline,41879,25,2800,18000,12.0
2023-01-19,MR,TC6,8159,4.166666666666667,Diesel,46507,25,1200,10000,12.0
2021-01-22,LR2,TC1,5194,17.94871794871795,Refined Products,83996,40,5600,30000,13.0
2023-09-07,LR1,TC5,6075,18.666666666666668,Refined Products,61553,35,5600,30000,12.5
2022-09-26,MR,TC11,6876,9.722222222222223,Diesel,41042,25,2800,18000,12.0
2023-06-22,MR,TC11,5986,9.722222222222223,Diesel,45910,25,2800,18000,12.0
2022-12-31,Aframax,TD19,5264,2.777777777777778,Fuel Oil,99069,30,800,15000,12.0
2023-07-21,Aframax,TD19,7545,2.777777777777778,Fuel Oil,95098,30,800,15000,12.0
2022-10-11,VLCC,TD15,6495,32.738095238095234,Crude Oil,307815,55,11000,60000,14.0
2022-01-23,LR2,TC5,9909,17.94871794871795,Refined Products,77552,40,5600,30000,13.0
2022-11-06,MR,TC11,5043,9.722222222222223,Gasoline,45281,25,2800,18000,12.0
2021-08-15,Aframax,TD19,5934,2.777777777777778,Crude Oil,104999,30,800,15000,12.0
2021-04-23,LR2,TC7,5240,11.85897435897436,Refined Products,76873,40,3700,20000,13.0
2021-04-01,VLCC,TD15,5806,32.738095238095234,Crude Oil,316045,55,11000,60000,14.0
2024-01-11,LR2,TC1,9675,17.94871794871795,Refined Products,82182,40,5600,30000,13.0
2022-06-01,Suezmax,TD6,5174,3.8461538461538463,Crude Oil,141300,40,1200,12000,13.0
2021-03-17,VLCC,TD15,9103,32.738095238095234,Crude Oil,318173,55,11000,60000,14.0
2022-06-10,Aframax,TD8,7995,15.972222222222221,Fuel Oil,104620,30,4600,30000,12.0
2021-01-10,Aframax,TD19,8827,2.777777777777778,Crude Oil,104615,30,800,15000,12.0
2023-02-02,MR,TC14,6968,13.888888888888888,Diesel,40989,25,4000,22000,12.0
2023-07-20,Aframax,TD8,7500,15.972222222222221,Fuel Oil,96087,30,4600,30000,12.0
2022-04-13,Suezmax,TD20,6889,13.782051282051283,Crude Oil,146777,40,4300,35000,13.0
2022-07-20,Suezmax,TD20,6100,13.782051282051283,Crude Oil,142207,40,4300,35000,13.0
2021-07-15,MR,TC23,5332,1.736111111111111,Gasoline,46459,25,500,8000,12.0
2022-08-25,Aframax,STS2,5444,0.052083333333333336,Fuel Oil,104741,30,15,0,12.0
2023-05-04,MR,TC2_37,9092,10.416666666666666,Diesel,40489,25,3000,25000,12.0
2023-01-02,MR,TC2_37,8574,10.416666666666666,Gasoline,48968,25,3000,25000,12.0
2021-10-21,LR1,TC5,8064,18.666666666666668,Refined Products,59930,35,5600,30000,12.5
2021-12-08,MR,TC14,7899,13.888888888888888,Gasoline,46270,25,4000,22000,12.0
2023-07-28,VLCC,TD3C,8083,19.345238095238095,Crude Oil,317965,55,6500,50000,14.0
2021-04-12,Aframax,TD8,7271,15.972222222222221,Fuel Oil,99654,30,4600,30000,12.0
2021-08-11,MR,TC6,5617,4.166666666666667,Gasoline,40161,25,1200,10000,12.0
2021-09-24,Aframax,STS3,7918,0.041666666666666664,Fuel Oil,100067,30,12,0,12.0
2022-07-28,MR,TC2_37,8353,10.416666666666666,Diesel,47182,25,3000,25000,12.0
2022-02-01,Aframax,TD8,5229,15.972222222222221,Fuel Oil,102460,30,4600,30000,12.0
2021-10-31,LR1,TC7,7435,12.333333333333334,Refined Products,58207,35,3700,20000,12.5
2023-10-17,VLCC,STS3,8658,0.03571428571428571,Crude Oil,306621,55,12,0,14.0
2023-04-27,MR,STS3,7199,0.041666666666666664,Gasoline,41335,25,12,0,12.0
2022-01-29,MR,TC23,6412,1.736111111111111,Diesel,40212,25,500,8000,12.0
2023-10-20,MR,TC23,7326,1.736111111111111,Gasoline,44661,25,500,8000,12.0
2021-07-12,Aframax,TD8,7183,15.972222222222221,Crude Oil,95560,30,4600,30000,12.0
2022-10-16,Aframax,TD19,6934,2.777777777777778,Fuel Oil,102997,30,800,15000,12.0
2021-09-01,Aframax,STS2,5333,0.052083333333333336,Crude Oil,96123,30,15,0,12.0
2021-07-29,MR,TC2_37,7822,10.416666666666666,Gasoline,47697,25,3000,25000,12.0
2021-05-13,Suezmax,TD6,6538,3.8461538461538463,Refined Products,149859,40,1200,12000,13.0
2022-04-17,Aframax,STS1,8356,0.034722222222222224,Fuel Oil,99451,30,10,0,12.0
2021-01-24,Aframax,STS1,7342,0.034722222222222224,Crude Oil,100491,30,10,0,12.0
2023-07-25,VLCC,TD3C,5315,19.345238095238095,Crude Oil,319695,55,6500,50000,14.0
2022-06-15,Aframax,TD19,5291,2.777777777777778,Fuel Oil,103077,30,800,15000,12.0
2021-02-08,VLCC,TD3C,5888,19.345238095238095,Crude Oil,300437,55,6500,50000,14.0
2022-02-21,Suezmax,STS2,6264,0.04807692307692307,Crude Oil,147720,40,15,0,13.0
2021-11-01,LR2,TC7,9637,11.85897435897436,Refined Products,77951,40,3700,20000,13.0
2022-11-07,Aframax,STS2,7655,0.052083333333333336,Crude Oil,101242,30,15,0,12.0
2023-03-03,MR,TC2_37,8301,10.416666666666666,Gasoline,49226,25,3000,25000,12.0
2023-01-30,MR,TC14,8629,13.888888888888888,Gasoline,49007,25,4000,22000,12.0
2021-11-02,Suezmax,TD20,8361,13.782051282051283,Crude Oil,148189,40,4300,35000,13.0
2021-03-17,LR1,TC5,5888,18.666666666666668,Refined Products,55318,35,5600,30000,12.5
2023-08-04,VLCC,TD3C,6381,19.345238095238095,Crude Oil,306348,55,6500,50000,14.0
2023-06-04,LR2,TC1,6431,17.94871794871795,Refined Products,81337,40,5600,30000,13.0
2023-07-10,LR1,TC1,9716,18.666666666666668,Refined Products,57215,35,5600,30000,12.5
2023-07-28,VLCC,STS1,5859,0.029761904761904764,Crude Oil,318507,55,10,0,14.0
2022-05-25,MR,STS1,7059,0.034722222222222224,Diesel,48660,25,10,0,12.0
2021-01-30,VLCC,TD15,7334,32.738095238095234,Crude Oil,308402,55,11000,60000,14.0
2021-11-29,Aframax,STS1,6912,0.034722222222222224,Fuel Oil,101948,30,10,0,12.0
2022-04-05,MR,TC2_37,5373,10.416666666666666,Diesel,40775,25,3000,25000,12.0
2021-12-07,MR,STS3,6506,0.041666666666666664,Diesel,41341,25,12,0,12.0
2023-07-20,Aframax,TD8,6845,15.972222222222221,Fuel Oil,103794,30,4600,30000,12.0
2023-04-01,VLCC,TD15,9403,32.738095238095234,Crude Oil,301835,55,11000,60000,14.0
2021-01-02,MR,TC23,8045,1.736111111111111,Diesel,43784,25,500,8000,12.0
2023-03-16,VLCC,TD3C,9180,19.345238095238095,Crude Oil,303862,55,6500,50000,14.0
2023-12-30,Aframax,TD19,9100,2.777777777777778,Fuel Oil,97284,30,800,15000,12.0
2022-02-02,Aframax,TD8,6004,15.972222222222221,Fuel Oil,97407,30,4600,30000,12.0
2023-02-10,Aframax,STS2,8849,0.052083333333333336,Fuel Oil,101319,30,15,0,12.0
2022-05-14,MR,TC2_37,7633,10.416666666666666,Diesel,41728,25,3000,25000,12.0
2022-04-28,LR1,TC1,7274,18.666666666666668,Refined Products,55682,35,5600,30000,12.5
2021-11-05,Suezmax,TD20,8164,13.782051282051283,Crude Oil,142684,40,4300,35000,13.0
2021-08-29,MR,TC11,6130,9.722222222222223,Diesel,43746,25,2800,18000,12.0
2021-01-14,VLCC,TD15,8957,32.738095238095234,Crude Oil,307658,55,11000,60000,14.0
2023-06-05,VLCC,TD3C,9025,19.345238095238095,Crude Oil,310131,55,6500,50000,14.0
2023-03-31,LR2,TC7,8134,11.85897435897436,Refined Products,78485,40,3700,20000,13.0
2022-06-08,MR,TC14,7043,13.888888888888888,Diesel,49318,25,4000,22000,12.0
2021-05-29,VLCC,STS1,7840,0.029761904761904764,Crude Oil,303227,55,10,0,14.0
2021-07-28,Aframax,TD19,8460,2.777777777777778,Crude Oil,97989,30,800,15000,12.0
2021-10-30,Suezmax,STS2,9564,0.04807692307692307,Crude Oil,146827,40,15,0,13.0
2023-07-22,MR,TC6,5556,4.166666666666667,Diesel,48591,25,1200,10000,12.0
2023-03-05,MR,STS3,5456,0.041666666666666664,Gasoline,40824,25,12,0,12.0
2023-02-08,LR1,TC5,8306,18.666666666666668,Refined Products,60561,35,5600,30000,12.5
2023-04-12,VLCC,TD15,6222,32.738095238095234,Crude Oil,303098,55,11000,60000,14.0
2021-03-04,LR1,TC7,5193,12.333333333333334,Refined Products,56874,35,3700,20000,12.5
2022-03-19,VLCC,TD15,8284,32.738095238095234,Crude Oil,313314,55,11000,60000,14.0
2021-11-03,MR,TC14,7159,13.888888888888888,Gasoline,43920,25,4000,22000,12.0
2022-07-27,MR,TC14,6151,13.888888888888888,Diesel,43772,25,4000,22000,12.0
2021-07-16,VLCC,TD15,8689,32.738095238095234,Crude Oil,309410,55,11000,60000,14.0
2022-07-07,MR,TC11,9382,9.722222222222223,Diesel,41052,25,2800,18000,12.0
2021-11-20,MR,TC23,9422,1.736111111111111,Gasoline,44449,25,500,8000,12.0
2021-08-04,VLCC,STS1,7427,0.029761904761904764,Crude Oil,301461,55,10,0,14.0
2021-06-26,Aframax,STS3,5357,0.041666666666666664,Crude Oil,99183,30,12,0,12.0
2022-12-22,MR,TC2_37,8766,10.416666666666666,Diesel,48500,25,3000,25000,12.0
2022-01-13,MR,TC23,9742,1.736111111111111,Diesel,44312,25,500,8000,12.0
2023-10-11,LR1,TC5,9411,18.666666666666668,Refined Products,60064,35,5600,30000,12.5
2024-01-12,MR,TC2_37,5717,10.416666666666666,Gasoline,40053,25,3000,25000,12.0
2021-09-03,MR,TC2_37,5855,10.416666666666666,Gasoline,44970,25,3000,25000,12.0
2021-07-18,MR,TC11,9856,9.722222222222223,Gasoline,47954,25,2800,18000,12.0
2021-09-08,Aframax,STS1,5533,0.034722222222222224,Fuel Oil,103952,30,10,0,12.0
2023-03-22,LR2,TC5,8547,17.94871794871795,Refined Products,81809,40,5600,30000,13.0
2021-06-11,LR1,TC1,9560,18.666666666666668,Refined Products,61812,35,5600,30000,12.5
2023-03-11,MR,STS1,8936,0.034722222222222224,Gasoline,42720,25,10,0,12.0
2023-03-20,LR1,TC7,9568,12.333333333333334,Refined Products,64848,35,3700,20000,12.5
2022-07-03,Aframax,STS1,9979,0.034722222222222224,Fuel Oil,104293,30,10,0,12.0
2021-02-10,Suezmax,TD20,9829,13.782051282051283,Crude Oil,148933,40,4300,35000,13.0
2022-07-29,Aframax,TD19,8531,2.777777777777778,Crude Oil,101760,30,800,15000,12.0
2023-07-02,MR,TC23,5970,1.736111111111111,Diesel,40751,25,500,8000,12.0
2021-11-19,MR,TC6,5501,4.166666666666667,Gasoline,43378,25,1200,10000,12.0
2022-02-02,VLCC,TD3C,5013,19.345238095238095,Crude Oil,309998,55,6500,50000,14.0
2022-10-10,LR1,TC7,6145,12.333333333333334,Refined Products,63131,35,3700,20000,12.5
2021-05-12,Suezmax,STS2,9268,0.04807692307692307,Crude Oil,144132,40,15,0,13.0
2021-04-09,Aframax,STS1,8622,0.034722222222222224,Crude Oil,98108,30,10,0,12.0
2021-05-07,Aframax,TD19,9962,2.777777777777778,Fuel Oil,104572,30,800,15000,12.0
2023-05-31,Suezmax,TD20,6254,13.782051282051283,Refined Products,146761,40,4300,35000,13.0
2023-05-07,MR,TC2_37,7654,10.416666666666666,Diesel,49357,25,3000,25000,12.0
2021-04-28,Aframax,TD19,6855,2.777777777777778,Crude Oil,102088,30,800,15000,12.0
2023-11-29,LR2,TC5,5109,17.94871794871795,Refined Products,77379,40,5600,30000,13.0
2022-09-12,VLCC,TD3C,6693,19.345238095238095,Crude Oil,316625,55,6500,50000,14.0
2022-12-08,MR,STS1,5548,0.034722222222222224,Diesel,40233,25,10,0,12.0
2023-12-22,LR1,TC1,7667,18.666666666666668,Refined Products,56745,35,5600,30000,12.5
2021-02-27,Suezmax,TD6,9459,3.8461538461538463,Crude Oil,146875,40,1200,12000,13.0
2023-09-15,VLCC,TD15,9325,32.738095238095234,Crude Oil,304216,55,11000,60000,14.0
2023-03-30,LR2,TC7,9242,11.85897435897436,Refined Products,79382,40,3700,20000,13.0
2023-07-14,MR,TC2_37,5472,10.416666666666666,Gasoline,43558,25,3000,25000,12.0
2022-12-25,VLCC,TD3C,8618,19.345238095238095,Crude Oil,316095,55,6500,50000,14.0
2021-12-14,Aframax,TD8,5280,15.972222222222221,Crude Oil,98935,30,4600,30000,12.0
2023-09-19,Aframax,STS1,6280,0.034722222222222224,Crude Oil,95632,30,10,0,12.0
2022-05-13,MR,TC6,9897,4.166666666666667,Gasoline,48282,25,1200,10000,12.0
2021-04-09,Suezmax,STS2,9825,0.04807692307692307,Crude Oil,147385,40,15,0,13.0
2021-11-13,MR,TC11,9103,9.722222222222223,Diesel,46210,25,2800,18000,12.0
2021-11-08,LR1,TC1,7298,18.666666666666668,Refined Products,59528,35,5600,30000,12.5
2023-08-18,VLCC,TD3C,7849,19.345238095238095,Crude Oil,301680,55,6500,50000,14.0
2023-05-31,MR,TC2_37,5017,10.416666666666666,Diesel,44090,25,3000,25000,12.0
2023-07-28,MR,STS1,5494,0.034722222222222224,Gasoline,42903,25,10,0,12.0
2021-03-29,MR,TC11,6555,9.722222222222223,Diesel,40099,25,2800,18000,12.0
2023-02-10,VLCC,TD3C,5559,19.345238095238095,Crude Oil,308383,55,6500,50000,14.0
2023-09-22,Suezmax,TD20,7729,13.782051282051283,Crude Oil,145894,40,4300,35000,13.0
2021-12-12,Aframax,TD19,5542,2.777777777777778,Crude Oil,97856,30,800,15000,12.0
2022-09-24,MR,TC6,7856,4.166666666666667,Diesel,47806,25,1200,10000,12.0
2022-06-10,Suezmax,TD20,5952,13.782051282051283,Refined Products,146349,40,4300,35000,13.0
2022-01-25,LR1,TC5,6092,18.666666666666668,Refined Products,63921,35,5600,30000,12.5
2022-03-12,MR,TC23,9619,1.736111111111111,Diesel,43233,25,500,8000,12.0
2023-05-28,Aframax,STS2,8066,0.052083333333333336,Crude Oil,98392,30,15,0,12.0
2021-02-18,MR,TC2_37,5835,10.416666666666666,Gasoline,46608,25,3000,25000,12.0
2023-10-26,MR,TC6,7594,4.166666666666667,Diesel,42626,25,1200,10000,12.0
2023-01-29,LR2,TC1,8485,17.94871794871795,Refined Products,81424,40,5600,30000,13.0
2022-07-14,LR1,TC5,6485,18.666666666666668,Refined Products,57158,35,5600,30000,12.5
2021-01-13,VLCC,STS1,8855,0.029761904761904764,Crude Oil,316866,55,10,0,14.0
2023-03-09,Suezmax,TD6,7097,3.8461538461538463,Refined Products,146759,40,1200,12000,13.0
2022-03-14,Suezmax,STS2,9610,0.04807692307692307,Refined Products,146638,40,15,0,13.0
2021-12-26,MR,TC23,6140,1.736111111111111,Diesel,42790,25,500,8000,12.0
2021-04-13,Suezmax,TD20,8160,13.782051282051283,Crude Oil,144310,40,4300,35000,13.0
2021-04-17,Suezmax,TD20,5624,13.782051282051283,Crude Oil,143729,40,4300,35000,13.0
2022-12-28,VLCC,TD3C,6325,19.345238095238095,Crude Oil,304900,55,6500,50000,14.0
2022-05-12,LR1,TC5,8797,18.666666666666668,Refined Products,56259,35,5600,30000,12.5
2021-06-12,Aframax,STS2,9788,0.052083333333333336,Fuel Oil,100832,30,15,0,12.0
2024-01-17,LR2,TC5,7881,17.94871794871795,Refined Products,79054,40,5600,30000,13.0
2022-07-14,Aframax,TD19,8976,2.777777777777778,Crude Oil,99925,30,800,15000,12.0
2021-06-13,LR2,TC5,6992,17.94871794871795,Refined Products,77275,40,5600,30000,13.0
2022-12-17,Suezmax,TD6,7112,3.8461538461538463,Refined Products,146940,40,1200,12000,13.0
2023-03-30,MR,STS1,7359,0.034722222222222224,Diesel,44865,25,10,0,12.0
2021-05-22,LR2,TC5,8739,17.94871794871795,Refined Products,78519,40,5600,30000,13.0
2023-06-05,LR1,TC5,9990,18.666666666666668,Refined Products,56136,35,5600,30000,12.5
2023-04-01,LR2,TC1,8641,17.94871794871795,Refined Products,79140,40,5600,30000,13.0
2022-02-15,Aframax,STS3,7566,0.041666666666666664,Crude Oil,102677,30,12,0,12.0
2022-12-21,VLCC,STS3,9903,0.03571428571428571,Crude Oil,315487,55,12,0,14.0
2023-03-28,Aframax,TD19,8557,2.777777777777778,Crude Oil,95752,30,800,15000,12.0
2022-10-30,Suezmax,TD20,8355,13.782051282051283,Crude Oil,141267,40,4300,35000,13.0
2024-01-29,MR,TC11,6645,9.722222222222223,Diesel,41774,25,2800,18000,12.0
2021-07-17,Aframax,TD8,8200,15.972222222222221,Fuel Oil,104485,30,4600,30000,12.0
2021-11-04,MR,STS3,8974,0.041666666666666664,Gasoline,46952,25,12,0,12.0
2023-10-04,MR,TC11,8886,9.722222222222223,Diesel,48565,25,2800,18000,12.0
2021-06-16,LR1,TC1,9805,18.666666666666668,Refined Products,57412,35,5600,30000,12.5
2022-03-31,VLCC,STS1,8176,0.029761904761904764,Crude Oil,310323,55,10,0,14.0
2023-12-31,Aframax,STS2,9926,0.052083333333333336,Fuel Oil,103394,30,15,0,12.0
2021-10-20,Suezmax,TD20,6448,13.782051282051283,Refined Products,143120,40,4300,35000,13.0
2023-05-17,Aframax,TD8,6813,15.972222222222221,Fuel Oil,97004,30,4600,30000,12.0
2022-04-09,Aframax,TD8,9055,15.972222222222221,Fuel Oil,103692,30,4600,30000,12.0
2022-09-24,MR,STS3,6910,0.041666666666666664,Gasoline,47594,25,12,0,12.0
2022-08-28,Suezmax,STS2,9653,0.04807692307692307,Refined Products,146761,40,15,0,13.0
2021-11-20,MR,TC6,5920,4.166666666666667,Gasoline,45017,25,1200,10000,12.0
2021-08-08,VLCC,TD3C,6476,19.345238095238095,Crude Oil,316873,55,6500,50000,14.0
2024-01-21,Aframax,TD19,5195,2.777777777777778,Crude Oil,100893,30,800,15000,12.0
2021-11-26,Aframax,TD19,6704,2.777777777777778,Fuel Oil,97747,30,800,15000,12.0
2022-08-13,Suezmax,STS2,8759,0.04807692307692307,Crude Oil,143967,40,15,0,13.0
2023-02-20,Suezmax,TD6,7327,3.8461538461538463,Refined Products,147625,40,1200,12000,13.0
2021-08-30,MR,STS3,6031,0.041666666666666664,Gasoline,41322,25,12,0,12.0
2022-05-18,Aframax,TD19,5026,2.777777777777778,Fuel Oil,98244,30,800,15000,12.0
2022-09-24,MR,TC6,5974,4.166666666666667,Gasoline,41167,25,1200,10000,12.0
2021-09-24,VLCC,TD15,6767,32.738095238095234,Crude Oil,305461,55,11000,60000,14.0
2023-11-18,MR,TC23,9667,1.736111111111111,Diesel,48344,25,500,8000,12.0
2023-10-31,LR2,TC5,8593,17.94871794871795,Refined Products,80907,40,5600,30000,13.0
2022-04-24,MR,TC23,8225,1.736111111111111,Gasoline,42294,25,500,8000,12.0
2022-03-12,Aframax,TD19,9333,2.777777777777778,Crude Oil,98606,30,800,15000,12.0
2023-02-18,MR,TC2_37,6212,10.416666666666666,Gasoline,42459,25,3000,25000,12.0
2021-07-22,MR,TC14,9683,13.888888888888888,Diesel,40763,25,4000,22000,12.0
2022-02-09,MR,TC11,6548,9.722222222222223,Gasoline,44647,25,2800,18000,12.0
2022-11-08,Aframax,TD8,8815,15.972222222222221,Crude Oil,98892,30,4600,30000,12.0
2023-10-10,VLCC,STS3,6571,0.03571428571428571,Crude Oil,301552,55,12,0,14.0
2021-12-07,MR,TC6,8826,4.166666666666667,Gasoline,48773,25,1200,10000,12.0
2021-11-14,LR2,TC5,6406,17.94871794871795,Refined Products,75385,40,5600,30000,13.0
2021-09-07,VLCC,TD15,7342,32.738095238095234,Crude Oil,302589,55,11000,60000,14.0
2021-10-04,MR,TC23,8603,1.736111111111111,Gasoline,41996,25,500,8000,12.0
2022-01-27,LR1,TC1,9727,18.666666666666668,Refined Products,60012,35,5600,30000,12.5
2023-06-16,MR,TC23,5721,1.736111111111111,Gasoline,41147,25,500,8000,12.0
2021-09-30,Aframax,STS3,8776,0.041666666666666664,Fuel Oil,96599,30,12,0,12.0
2021-02-06,MR,TC11,8443,9.722222222222223,Gasoline,41805,25,2800,18000,12.0
2023-12-06,MR,TC2_37,6815,10.416666666666666,Diesel,43062,25,3000,25000,12.0
2023-05-16,Aframax,TD8,6839,15.972222222222221,Fuel Oil,103779,30,4600,30000,12.0
2023-07-25,VLCC,TD15,9066,32.738095238095234,Crude Oil,313515,55,11000,60000,14.0
2021-12-10,LR1,TC1,8281,18.666666666666668,Refined Products,59994,35,5600,30000,12.5
2022-09-14,MR,TC6,5116,4.166666666666667,Gasoline,48398,25,1200,10000,12.0
2021-12-14,VLCC,TD3C,7136,19.345238095238095,Crude Oil,309104,55,6500,50000,14.0
2023-01-05,LR1,TC7,5190,12.333333333333334,Refined Products,60713,35,3700,20000,12.5
2021-06-13,Suezmax,TD6,6881,3.8461538461538463,Refined Products,144116,40,1200,12000,13.0
2024-01-10,VLCC,TD3C,7815,19.345238095238095,Crude Oil,310833,55,6500,50000,14.0
2022-07-30,MR,TC14,8382,13.888888888888888,Gasoline,46242,25,4000,22000,12.0
2022-08-06,MR,TC14,5440,13.888888888888888,Gasoline,40449,25,4000,22000,12.0
2023-04-19,Aframax,TD19,6757,2.777777777777778,Fuel Oil,102355,30,800,15000,12.0
2024-01-18,MR,TC23,6923,1.736111111111111,Gasoline,48034,25,500,8000,12.0
2023-10-03,MR,TC6,5078,4.166666666666667,Gasoline,49907,25,1200,10000,12.0
2021-09-25,Suezmax,TD20,5627,13.782051282051283,Refined Products,140529,40,4300,35000,13.0
2023-11-01,MR,TC11,5467,9.722222222222223,Diesel,43770,25,2800,18000,12.0
2022-11-28,Suezmax,TD20,9908,13.782051282051283,Crude Oil,148054,40,4300,35000,13.0
2022-08-16,Suezmax,TD20,6792,13.782051282051283,Refined Products,146661,40,4300,35000,13.0
2021-10-29,MR,TC23,7312,1.736111111111111,Diesel,49064,25,500,8000,12.0
2022-01-13,Suezmax,TD20,6404,13.782051282051283,Crude Oil,142576,40,4300,35000,13.0
2021-12-28,MR,STS3,9374,0.041666666666666664,Gasoline,45080,25,12,0,12.0
2022-10-30,LR1,TC5,8501,18.666666666666668,Refined Products,64281,35,5600,30000,12.5
2023-03-09,MR,TC11,7222,9.722222222222223,Diesel,47378,25,2800,18000,12.0
2022-09-22,Aframax,TD19,9645,2.777777777777778,Crude Oil,97832,30,800,15000,12.0
2022-10-06,Aframax,STS1,7508,0.034722222222222224,Crude Oil,95344,30,10,0,12.0
2023-08-04,MR,TC14,9705,13.888888888888888,Diesel,42212,25,4000,22000,12.0
2022-06-29,VLCC,TD3C,6490,19.345238095238095,Crude Oil,305989,55,6500,50000,14.0
2023-05-22,MR,TC6,8722,4.166666666666667,Diesel,40921,25,1200,10000,12.0
2021-05-20,VLCC,TD15,5342,32.738095238095234,Crude Oil,304186,55,11000,60000,14.0
2024-01-29,Aframax,TD8,9485,15.972222222222221,Fuel Oil,98762,30,4600,30000,12.0
2021-08-24,Aframax,STS3,8720,0.041666666666666664,Crude Oil,97481,30,12,0,12.0
2024-01-15,Aframax,STS1,9941,0.034722222222222224,Crude Oil,98224,30,10,0,12.0
2021-03-13,MR,TC14,5851,13.888888888888888,Diesel,49165,25,4000,22000,12.0
2023-07-22,MR,TC23,9527,1.736111111111111,Diesel,41356,25,500,8000,12.0
2023-12-01,Suezmax,STS2,5673,0.04807692307692307,Crude Oil,141821,40,15,0,13.0
